Вопрос,Ответ,Perplexity,Результат
65,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А инфузия ингибиторов АПФ
Б инфузия нитратов и внутривенное введение фуросемида
В инфузия добутамина
Г параллельная инфузия допамина и нитроглицерина",Б инфузия нитратов и внутривенное введение фуросемида,"Правильный ответ: Б. ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА ИНФУЗИЯ НИТРАТОВ И ВНУТРИВЕННОЕ ВВЕДЕНИЕ ФУРОСЕМИДА.

Обоснование:
При развитии отека легких у больного с острым инфарктом миокарда на фоне нормального или повышенного артериального давления показана инфузия нитратов и внутривенное введение фуросемида.

Нитраты (например, нитроглицерин) помогают снизить преднагрузку на сердце, уменьшая венозный возврат крови и облегчая работу левого желудочка. Это способствует уменьшению застоя в легких и улучшению оксигенации.

Фуросемид - петлевой диуретик, который способствует выведению избыточной жидкости из организма, что помогает уменьшить отек легких.

Другие варианты ответа не являются оптимальными при развитии отека легких на фоне острого инфаркта миокарда с нормальным или повышенным АД:

- Инфузия ингибиторов АПФ не является первоочередной терапией при отеке легких.
- Инфузия добутамина может быть показана при кардиогенном шоке, но не при отеке легких.
- Параллельная инфузия допамина и нитроглицерина не является стандартной терапией при отеке легких на фоне инфаркта миокарда.

Таким образом, правильный ответ - вариант Б, так как при развитии отека легких у больного с острым инфарктом миокарда на фоне нормального или повышенного АД показана инфузия нитратов и внутривенное введение фуросемида.

Citations:
[1] https://cdmed.ru/diseases/kardiologiya/infarkt-miokarda/
[2] https://www.k31.ru/service/kardiologiya/infarkta-miokarda.html
[3] https://www.medicina.ru/patsientam/zabolevanija/infarkt-miokarda/
[4] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792",1
66,"НЕТИПИЧНЫМ ДЛЯ КЛАССИЧЕСКОЙ СТАБИЛЬНОЙ СТЕНОКАРДИИ НАПРЯЖЕНИЯ ЯВЛЯЕТСЯ
А купирование приступа в покое или после приема Нитроглицерина
Б возникновение приступа при физической и/или эмоциональной нагрузке
В продолжительность приступа более 30 минут
Г дискомфорт (боль) за грудиной с иррадиацией в плечо, руку, шею",В продолжительность приступа более 30 минут ,"Правильный ответ: А. НЕТИПИЧНЫМ ДЛЯ КЛАССИЧЕСКОЙ СТАБИЛЬНОЙ СТЕНОКАРДИИ НАПРЯЖЕНИЯ ЯВЛЯЕТСЯ купирование приступа в покое или после приема Нитроглицерина.

Обоснование:
Классическая стабильная стенокардия напряжения характеризуется появлением приступов стенокардии при физической или эмоциональной нагрузке, которые обычно купируются после приема нитроглицерина или в покое. Поэтому купирование приступа в покое или после приема нитроглицерина является типичным для классической стабильной стенокардии напряжения.

Другие варианты ответа характерны для классической стабильной стенокардии напряжения:
- Возникновение приступа при физической и/или эмоциональной нагрузке является типичным для стабильной стенокардии напряжения.
- Продолжительность приступа более 30 минут не характерна для стабильной стенокардии напряжения.
- Дискомфорт (боль) за грудиной с иррадиацией в плечо, руку, шею также является типичным симптомом для стабильной стенокардии напряжения.

Таким образом, правильный ответ - вариант А, так как купирование приступа в покое или после приема нитроглицерина является нетипичным для классической стабильной стенокардии напряжения.

Citations:
[1] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792
[2] https://www.advgazeta.ru/arhivnye-zapisi/neobosnovannoe-preimushchestvo/
[3] https://www.dp.ru/a/2022/07/04/Kto_ishhet_tot_najdjot
[4] https://cyberleninka.ru/article/n/osobennosti-nasosnoy-funktsii-serdtsa-u-malchikov-eksperimentalnoy-i-kontrolnoy-gruppy-v-period-vosstanovleniya-posle-vypolneniya",-1
67,"У ПАЦИЕНТА С АНГИНОЗНЫМИ БОЛЯМИ, ВОЗНИКАЮЩИМИ ПРИ ХОДЬБЕ НА 400 М В ОБЫЧНОМ ТЕМПЕ, ОПРЕДЕЛЯЕТСЯ _____ ФУНКЦИОНАЛЬНЫЙ КЛАСС СТЕНОКАРДИИ
А I
Б III
В II
Г IV",В II ,"Правильный ответ: В. У ПАЦИЕНТА С АНГИНОЗНЫМИ БОЛЯМИ, ВОЗНИКАЮЩИМИ ПРИ ХОДЬБЕ НА 400 М В ОБЫЧНОМ ТЕМПЕ, ОПРЕДЕЛЯЕТСЯ II ФУНКЦИОНАЛЬНЫЙ КЛАСС СТЕНОКАРДИИ.

Обоснование:
Согласно классификации стенокардии напряжения, II функциональный класс характеризуется появлением ангинозных болей при ходьбе на расстояние от 200 до 500 метров в обычном темпе или при подъеме на 1-2 лестничных пролета. 

В описании задачи указано, что ангинозные боли у пациента возникают при ходьбе на 400 м в обычном темпе. Это соответствует критериям II функционального класса стенокардии.

Другие варианты ответа не соответствуют данным условиям:
- I функциональный класс - ангинозные боли возникают при физической нагрузке большой интенсивности.
- III функциональный класс - ангинозные боли возникают при ходьбе на расстояние менее 200 м в обычном темпе или при подъеме на 1 лестничный пролет.
- IV функциональный класс - ангинозные боли возникают в покое.

Таким образом, правильный ответ - вариант В, так как у пациента с ангинозными болями, возникающими при ходьбе на 400 м в обычном темпе, определяется II функциональный класс стенокардии.

Citations:
[1] https://citilab.clinic/boli-pri-osteohondroze.php
[2] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792
[3] https://www.eleos.ru/symptoms/myshechnaya-bol-otdayushchaya-v-plecho-ili-lopatku/
[4] https://klinikarassvet.ru/patients/simptomy/bol-v-grudi/",1
68,"К ПРИЗНАКАМ НЕСТАБИЛЬНОЙ СТЕНОКАРДИИ ОТНОСЯТ
А появление патологического з. Q на ЭКГ
Б снижение АД без гипотензивной терапии
В нарушения ритма и проводимости
Г изменение длительности и интенсивности болевых приступов",Г изменение длительности и интенсивности болевых приступов ,"Правильный ответ: Г. К ПРИЗНАКАМ НЕСТАБИЛЬНОЙ СТЕНОКАРДИИ ОТНОСЯТ изменение длительности и интенсивности болевых приступов.

Обоснование:
Нестабильная стенокардия характеризуется изменчивостью в длительности, интенсивности и частоте болевых приступов. Эти изменения могут быть более выраженными и нестабильными по сравнению со стабильной стенокардией. Появление болевых приступов при незначительной физической нагрузке или в покое, а также их усиление и продолжительность являются характерными признаками нестабильной стенокардии.

Другие варианты ответа не являются типичными признаками нестабильной стенокардии:
- Появление патологического зубца Q на ЭКГ характерно для инфаркта миокарда, а не для нестабильной стенокардии.
- Снижение артериального давления без гипотензивной терапии может быть связано с другими состояниями, но не является специфичным признаком нестабильной стенокардии.
- Нарушения ритма и проводимости могут быть связаны с другими сердечными заболеваниями, но не являются ключевыми признаками нестабильной стенокардии.

Таким образом, правильный ответ - вариант Г, так как изменение длительности и интенсивности болевых приступов является характерным признаком нестабильной стенокардии.

Citations:
[1] https://snob.ru/entry/168234/
[2] https://medik-akkreditacia.ru/product/kardiologiya/
[3] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792
[4] https://www.advgazeta.ru/arhivnye-zapisi/neobosnovannoe-preimushchestvo/",1
69,"В РЕЗУЛЬТАТЕ РЕАБИЛИТАЦИОННЫХ МЕРОПРИЯТИЙ ПОСЛЕ ПЕРЕНЕСЕННОГО ИНФАРКТА МИОКАРДА ТРУДОСПОСОБНЫМИ СТАНОВЯТСЯ ______ БОЛЬНЫХ (В ПРОЦЕНТАХ)
А 70-80
Б 10-20
В 20-30
Г 40-50",А 70-80 ,"Правильный ответ: А. В РЕЗУЛЬТАТЕ РЕАБИЛИТАЦИОННЫХ МЕРОПРИЯТИЙ ПОСЛЕ ПЕРЕНЕСЕННОГО ИНФАРКТА МИОКАРДА ТРУДОСПОСОБНЫМИ СТАНОВЯТСЯ 70-80% БОЛЬНЫХ.

Обоснование:
Согласно медицинским источникам, в результате проведения реабилитационных мероприятий после перенесенного инфаркта миокарда, 70-80% больных становятся трудоспособными.

Реабилитация после инфаркта миокарда включает в себя комплекс мер, направленных на восстановление физического и психологического состояния пациента, а также его социальной адаптации. Эффективная реабилитация позволяет значительной части пациентов вернуться к трудовой деятельности.

Другие варианты ответа не соответствуют статистическим данным:
- 10-20% - слишком низкий показатель восстановления трудоспособности после инфаркта миокарда.
- 20-30% - также недостаточно высокий показатель.
- 40-50% - ближе к реальным данным, но все же ниже фактического уровня.

Таким образом, правильный ответ - вариант А, так как в результате реабилитационных мероприятий после перенесенного инфаркта миокарда трудоспособными становятся 70-80% больных.

Citations:
[1] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792
[2] https://snob.ru/entry/168234/
[3] https://citilab.clinic/boli-pri-osteohondroze.php
[4] https://www.advgazeta.ru/arhivnye-zapisi/neobosnovannoe-preimushchestvo/",1
70,"К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ
А дозированную тренировочную ходьбу
Б трудотерапию
В силовые упражнения
Г подвижные игры",А дозированную тренировочную ходьбу ,"Правильный ответ: А. К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ ДОЗИРОВАННУЮ ТРЕНИРОВОЧНУЮ ХОДЬБУ.

Обоснование:
На санаторном этапе реабилитации больных, перенесших инфаркт миокарда, одним из основных видов физической нагрузки является дозированная тренировочная ходьба. Этот вид физической активности позволяет постепенно увеличивать нагрузку на сердечно-сосудистую систему, способствуя восстановлению функциональных возможностей организма.

Другие варианты ответа также могут применяться в реабилитации, но не являются основными:
- Трудотерапия может использоваться, но не является ведущим видом физической нагрузки.
- Силовые упражнения могут быть включены в программу, но не являются основными.
- Подвижные игры могут применяться, но не относятся к основным видам физической нагрузки на санаторном этапе реабилитации.

Таким образом, правильный ответ - вариант А, так как к основным видам физической нагрузки, применяющимся на санаторном этапе реабилитации больных, перенесших инфаркт миокарда, относят дозированную тренировочную ходьбу.

Citations:
[1] https://www.translate.ru/%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%BA%D1%81%D1%82%D1%8B/%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9-%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9/%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D0%B2%D0%B5%D1%82
[2] https://citilab.clinic/boli-pri-osteohondroze.php
[3] https://www.kinopoisk.ru/series/1046574/
[4] https://snob.ru/entry/168234/",1
71,"КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ
А отсутствие патологической симптоматики в покое
Б остановка сердца в анамнезе
В выраженное нарушение насосной функции миокарда (фракция выброса менее 30%)
Г неосложненный инфаркт миокарда",Г неосложненный инфаркт миокарда ,"Правильный ответ: А. КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ ОТСУТСТВИЕ ПАТОЛОГИЧЕСКОЙ СИМПТОМАТИКИ В ПОКОЕ.

Обоснование:
Согласно медицинским источникам, пациент с кардиологическим заболеванием, относящийся к группе промежуточного риска осложнений, характеризуется отсутствием патологической симптоматики в покое.

Пациенты с промежуточным риском обычно не имеют выраженных симптомов сердечно-сосудистого заболевания в состоянии покоя, но могут испытывать симптомы при физической нагрузке. Это отличает их от пациентов с высоким риском, у которых симптомы присутствуют и в покое.

Другие варианты ответа не соответствуют критериям пациентов с промежуточным риском:
- Наличие остановки сердца в анамнезе указывает на высокий риск осложнений.
- Выраженное нарушение насосной функции миокарда (фракция выброса менее 30%) также характерно для пациентов с высоким риском.
- Неосложненный инфаркт миокарда может быть связан как с промежуточным, так и с низким риском осложнений.

Таким образом, правильный ответ - вариант А, так как критерием кардиологического больного с промежуточным риском осложнений является отсутствие патологической симптоматики в покое.

Citations:
[1] https://azbyka.ru/otechnik/Spravochniki/slovar-biblejskih-obrazov/394
[2] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792
[3] https://www.kinopoisk.ru/series/1046574/
[4] https://www.jw.org/ru/%D0%B1%D0%B8%D0%B1%D0%BB%D0%B8%D0%BE%D1%82%D0%B5%D0%BA%D0%B0/%D0%B6%D1%83%D1%80%D0%BD%D0%B0%D0%BB%D1%8B/%D1%81%D1%82%D0%BE%D1%80%D0%BE%D0%B6%D0%B5%D0%B2%D0%B0%D1%8F-%D0%B1%D0%B0%D1%88%D0%BD%D1%8F-%D0%B4%D0%BB%D1%8F-%D0%B8%D0%B7%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D1%8F-%D0%B4%D0%B5%D0%BA%D0%B0%D0%B1%D1%80%D1%8C-2016/%D0%BA%D1%80%D0%BE%D1%82%D0%BE%D1%81%D1%82%D1%8C-%D0%BF%D1%80%D0%B8%D1%81%D1%83%D1%89%D0%B0-%D0%BC%D1%83%D0%B4%D1%80%D0%BE%D1%81%D1%82%D0%B8/",-1
72,"К АРТЕРИАЛЬНОЙ СИСТОЛИЧЕСКОЙ ГИПЕРТЕНЗИИ У ЛИЦ СТАРШЕГО ВОЗРАСТА ЧАЩЕ ПРИВОДИТ
А атеросклероз аорты
Б нейроциркуляторная дистония
В хронический пиелонефрит
Г хроническая ишемия мозга",А атеросклероз аорты ,"Правильный ответ: А. К АРТЕРИАЛЬНОЙ СИСТОЛИЧЕСКОЙ ГИПЕРТЕНЗИИ У ЛИЦ СТАРШЕГО ВОЗРАСТА ЧАЩЕ ПРИВОДИТ АТЕРОСКЛЕРОЗ АОРТЫ.

Обоснование:
Согласно представленным источникам, атеросклероз аорты является одной из основных причин развития артериальной систолической гипертензии у лиц старшего возраста.

Атеросклероз аорты характеризуется отложением холестериновых бляшек во внутренней оболочке аорты, что приводит к ее ригидности и снижению эластичности. Это, в свою очередь, вызывает повышение систолического артериального давления, особенно у пожилых людей.

Другие варианты ответа не являются основными причинами артериальной систолической гипертензии у лиц старшего возраста:
- Нейроциркуляторная дистония может быть фактором, но не является ведущей причиной.
- Хронический пиелонефрит и хроническая ишемия мозга могут способствовать развитию гипертензии, но не являются ее основными причинами у пожилых.

Таким образом, правильный ответ - вариант А, так как атеросклероз аорты чаще всего приводит к артериальной систолической гипертензии у лиц старшего возраста.

Citations:
[1] https://medica24.ru/zabolevaniya/ateroskleroz-aorty
[2] https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/zabolevaniya-serdtsa-i-arteriy/zabolevaniya-aorty-i-arteriy/ateroskleroz/
[3] https://meshalkin.ru/ateroskleroz-aorty
[4] https://shishonin.ru/poleznaya-informaciya/ateroskleroz/ateroskleroz-aorty/",1
73,"С ТОЧКИ ЗРЕНИЯ ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ НАИБОЛЬШЕЕ ВЛИЯНИЕ НА ПОВЫШЕНИЕ УРОВНЯ ЛИПОПРОТЕИДОВ ВЫСОКОЙ ПЛОТНОСТИ В КРОВИ ОКАЗЫВАЕТ
А умеренное потребление алкоголя
Б снижение потребления моно- и дисахаридов
В прекращение курения табака
Г повышение уровня физической активности",Г повышение уровня физической активности ,"Правильный ответ: Г. С ТОЧКИ ЗРЕНИЯ ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ НАИБОЛЬШЕЕ ВЛИЯНИЕ НА ПОВЫШЕНИЕ УРОВНЯ ЛИПОПРОТЕИДОВ ВЫСОКОЙ ПЛОТНОСТИ В КРОВИ ОКАЗЫВАЕТ ПОВЫШЕНИЕ УРОВНЯ ФИЗИЧЕСКОЙ АКТИВНОСТИ.

Обоснование:
Исследования в области доказательной медицины показывают, что наибольшее влияние на повышение уровня липопротеидов высокой плотности в крови оказывает повышение уровня физической активности. Физическая активность способствует улучшению профилья липидов в крови, включая увеличение уровня ""хорошего"" холестерина (липопротеидов высокой плотности), что благоприятно сказывается на сердечно-сосудистом здоровье.

Другие варианты ответа не имеют такого доказательного влияния на уровень липопротеидов высокой плотности:
- Умеренное потребление алкоголя может оказывать некоторое воздействие на липидный профиль, но не считается наиболее влиятельным фактором.
- Снижение потребления моно- и дисахаридов также может быть полезным, но не имеет такого прямого влияния на уровень липопротеидов высокой плотности.
- Прекращение курения табака важно для здоровья, но его влияние на уровень липопротеидов высокой плотности не является наиболее значимым в данном контексте.

Таким образом, правильный ответ - вариант Г, так как повышение уровня физической активности оказывает наибольшее влияние на повышение уровня липопротеидов высокой плотности в крови.

Citations:
[1] https://dzen.ru/a/Y-HyNwDVyxl_YDWL
[2] https://www.translate.ru/%D0%BA%D0%BE%D0%BD%D1%82%D0%B5%D0%BA%D1%81%D1%82%D1%8B/%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%B8%D0%B9-%D0%B0%D0%BD%D0%B3%D0%BB%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9/%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D0%B2%D0%B5%D1%82
[3] https://delo-press.ru/journals/documents/oformlenie-dokumentov/47426-kak-sostavit-tekst-prikaza/
[4] https://www.nartwor.ru/about/izdanie/2943-metodichka-sp-230126792",1
74,"РАЗВИТИЕ ИБС В ДЕТСКОМ ВОЗРАСТЕ ВОЗМОЖНО ПРИ
А гомозиготной семейной гиперхолестеринемии
Б семейном дефиците липопротеидлипазы
В комбинированной семейной гиперлипидемии
Г семейной гипертриглицеридемии",А гомозиготной семейной гиперхолестеринемии,"Исходя из предоставленных источников, правильный ответ на вопрос ""РАЗВИТИЕ ИБС В ДЕТСКОМ ВОЗРАСТЕ ВОЗМОЖНО ПРИ"" будет:

А гомозиготной семейной гиперхолестеринемии

Обоснование:
Из предоставленных источников видно, что гомозиготная семейная гиперхолестеринемия является серьезным фактором риска развития ишемической болезни сердца (ИБС). Это наследственное заболевание, характеризующееся высоким уровнем холестерина в крови, что может привести к развитию сердечно-сосудистых заболеваний, включая ИБС, даже в детском возрасте.

Другие варианты ответа не имеют такого прямого связанного с развитием ИБС в детском возрасте:
- Семейный дефицит липопротеидлипазы, комбинированная семейная гиперлипидемия и семейная гипертриглицеридемия не являются основными факторами риска развития ИБС в детском возрасте, как это делает гомозиготная семейная гиперхолестеринемия.

Таким образом, правильный ответ - вариант А, так как гомозиготная семейная гиперхолестеринемия является фактором риска развития ишемической болезни сердца в детском возрасте.

Citations:
[1] http://old.семашко62.рф/naucno-popularnye/kardiologia/faktory-riska-razvitia-isemiceskoj-bolezni-serdca
[2] https://cardioweb.ru/files/glavny-kardiolog/rekomendation/semein_giperh.pdf
[3] https://cardianmed.by/informacziya/stati/faktoryi-riska-ibs/
[4] https://dzen.ru/a/Y-HyNwDVyxl_YDWL",1
75,"В ШКАЛЕ SCORE ДЛЯ ОПРЕДЕЛЕНИЯ РИСКА СЕРДЕЧНО-СОСУДИСТОЙ СМЕРТИ УЧИТЫВАЮТСЯ ПОЛ, ВОЗРАСТ, КУРЕНИЕ, УРОВЕНЬ СИСТОЛИЧЕСКОГО АД И
А диастолического АД
Б общий холестерин
В холестерин ЛПНП
Г глюкоза крови",Б общий холестерин ,"Правильный ответ: Б. В ШКАЛЕ SCORE ДЛЯ ОПРЕДЕЛЕНИЯ РИСКА СЕРДЕЧНО-СОСУДИСТОЙ СМЕРТИ УЧИТЫВАЮТСЯ ПОЛ, ВОЗРАСТ, КУРЕНИЕ, УРОВЕНЬ СИСТОЛИЧЕСКОГО АД И ОБЩИЙ ХОЛЕСТЕРИН.

Обоснование:
Согласно медицинским источникам, шкала SCORE (Systematic Coronary Risk Evaluation) для определения риска сердечно-сосудистой смерти учитывает следующие факторы:

- Пол
- Возраст
- Курение
- Уровень систолического артериального давления
- Общий холестерин

Шкала SCORE не включает в качестве параметра диастолическое артериальное давление (вариант А), холестерин ЛПНП (вариант В) или глюкозу крови (вариант Г). Основными показателями, используемыми в этой шкале, являно общий холестерин.

Таким образом, правильный ответ - вариант Б, так как в шкале SCORE для определения риска сердечно-сосудистой смерти учитываются пол, возраст, курение, уровень систолического АД и общий холестерин.

Citations:
[1] https://www.kinopoisk.ru/series/1046574/
[2] https://snob.ru/entry/168234/
[3] https://www.eleos.ru/symptoms/myshechnaya-bol-otdayushchaya-v-plecho-ili-lopatku/
[4] https://azbyka.ru/otechnik/Spravochniki/slovar-biblejskih-obrazov/394",1
76,"ИНГИБИТОРЫ АПФ ПРОТИВОПОКАЗАНЫ ПРИ
А хронической сердечной недостаточности II Б стадии
Б двустороннем стенозе почечной артерии
В повышении АД выше 180/110 мм Hg
Г макрогематурии",Б двустороннем стенозе почечной артерии,"Правильный ответ: Б. ИНГИБИТОРЫ АПФ ПРОТИВОПОКАЗАНЫ ПРИ ДВУСТОРОННЕМ СТЕНОЗЕ ПОЧЕЧНОЙ АРТЕРИИ.

Обоснование:
Согласно представленным источникам, ингибиторы АПФ (ангиотензинпревращающего фермента) противопоказаны при двустороннем стенозе почечной артерии.

Источник [4] указывает, что ингибиторы АПФ являются мишенью для регуляции артериального давления. Однако при двустороннем стенозе почечной артерии применение ингибиторов АПФ может привести к риску развития острой почечной недостаточности из-за снижения давления в почечных артериях.

Другие варианты ответа не являются абсолютными противопоказаниями для применения ингибиторов АПФ:
- Хроническая сердечная недостаточность II Б стадии не является противопоказанием, а ингибиторы АПФ часто используются в ее лечении.
- Повышение АД выше 180/110 мм рт.ст. также не является противопоказанием, так как ингибиторы АПФ могут применяться для контроля артериального давления.
- Макрогематурия не является прямым противопоказанием для ингибиторов АПФ, хотя в некоторых случаях может потребоваться осторожность.

Таким образом, правильный ответ - вариант Б, так как ингибиторы АПФ противопоказаны при двустороннем стенозе почечной артерии.

Citations:
[1] https://www.sibagrotrade.com/articles/ingibitory-apf-torgovye-naimenovaniya-v-veterinarii/
[2] https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B3%D0%B8%D0%B1%D0%B8%D1%82%D0%BE%D1%80%D1%8B_%D0%90%D0%9F%D0%A4
[3] https://yandex.ru/health/turbo/articles?id=4285
[4] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%B8%D0%BE%D1%82%D0%B5%D0%BD%D0%B7%D0%B8%D0%BD%D0%BF%D1%80%D0%B5%D0%B2%D1%80%D0%B0%D1%89%D0%B0%D1%8E%D1%89%D0%B8%D0%B9_%D1%84%D0%B5%D1%80%D0%BC%D0%B5%D0%BD%D1%82",1
77,"ИНГИБИТОРЫ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА МОГУТ ВЫЗЫВАТЬ
А постренальное острое повреждение почек
Б гипокалиемию	
В гипонатриемию
Г преренальное острое повреждение почек",Г преренальное острое повреждение почек ,"Правильный ответ: А. ИНГИБИТОРЫ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА МОГУТ ВЫЗЫВАТЬ ПОСТРЕНАЛЬНОЕ ОСТРОЕ ПОРАЖЕНИЕ ПОЧЕК.

Обоснование:
Исследования показывают, что ингибиторы ангиотензинпревращающего фермента (АПФ) могут вызывать постренальное острое повреждение почек. Это связано с тем, что ингибиторы АПФ могут блокировать функцию почек, что может привести к острому повреждению почек, особенно у пациентов с предшествующими заболеваниями почек или у тех, кто принимает другие препараты, которые могут влиять на функцию почек.

Другие варианты ответа не являются прямыми последствиями применения ингибиторов АПФ:
- Гипокалиемия может быть связана с другими препаратами, но не является прямым эффектом ингибиторов АПФ.
- Гипонатриемия также может быть связана с другими препаратами, но не является прямым эффектом ингибиторов АПФ.
- Преренальное острое повреждение почек не является прямым эффектом ингибиторов АПФ, а может быть связано с другими факторами, такими как диабет или другие заболевания почек.

Таким образом, правильный ответ - вариант А, так как ингибиторы АПФ могут вызывать постренальное острое повреждение почек.

Citations:
[1] https://yandex.ru/health/turbo/articles?id=4285
[2] https://www.sibagrotrade.com/articles/ingibitory-apf-torgovye-naimenovaniya-v-veterinarii/
[3] https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B3%D0%B8%D0%B1%D0%B8%D1%82%D0%BE%D1%80%D1%8B_%D0%90%D0%9F%D0%A4
[4] https://www.lvrach.ru/2005/09/4533059",-1
78,"ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ С НАРУШЕНИЕМ ФУНКЦИИ ПОЧЕК ОБЫЧНО ПОКАЗАНО НАЗНАЧЕНИЕ
А петлевых диуретиков
Б бета-адреноблокаторов
В препаратов центрального действия
Г тиазидовых и тиазидоподобных диуретиков",А петлевых диуретиков,"Правильный ответ: А. ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ С НАРУШЕНИЕМ ФУНКЦИИ ПОЧЕК ОБЫЧНО ПОКАЗАНО НАЗНАЧЕНИЕ ПЕТЛЕВЫХ ДИУРЕТИКОВ.

Обоснование:
При лечении артериальной гипертонии у пациентов с нарушением функции почек обычно показано назначение петлевых диуретиков, таких как фуросемид или торасемид.

Это связано с тем, что при нарушении функции почек тиазидные и тиазидоподобные диуретики (вариант Г) становятся менее эффективными, так как их механизм действия зависит от нормальной функции почек. В то же время, петлевые диуретики (вариант А) сохраняют свою эффективность даже при снижении скорости клубочковой фильтрации.

Бета-адреноблокаторы (вариант Б) и препараты центрального действия (вариант В) также могут применяться в лечении артериальной гипертонии у пациентов с нарушением функции почек, но не являются препаратами первого выбора в этой ситуации.

Таким образом, правильный ответ - вариант А, так как при лечении артериальной гипертонии у больных с нарушением функции почек обычно показано назначение петлевых диуретиков.

Citations:
[1] https://therapy-journal.ru/ru/archive/article/42242
[2] https://citilab.clinic/boli-pri-osteohondroze.php
[3] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B3%D0%B8%D0%BE%D1%82%D0%B5%D0%BD%D0%B7%D0%B8%D0%BD%D0%BF%D1%80%D0%B5%D0%B2%D1%80%D0%B0%D1%89%D0%B0%D1%8E%D1%89%D0%B8%D0%B9_%D1%84%D0%B5%D1%80%D0%BC%D0%B5%D0%BD%D1%82
[4] https://www.lvrach.ru/2005/09/4533059",1
