Вопрос,Ответ,Perplexity,Результат
68,"К ТРЕТЬЕМУ ТИПУ АТРЕЗИИ ЛЕГОЧНОЙ АРТЕРИИ ОТНОСЯТ АТРЕЗИЮ
А        ствола и одной из ветвей легочной артерии
Б        клапана легочной артерии
В        ствола и обеих ветвей легочной артерии
Г        клапана и ствола легочной артерии",А	ствола и одной из ветвей легочной артерии,"К ТРЕТЬЕМУ ТИПУ АТРЕЗИИ ЛЕГОЧНОЙ АРТЕРИИ ОТНОСЯТ АТРЕЗИЮ ствола и обеих ветвей легочной артерии (В). Это обосновано тем, что при этом типе атрезии легочной артерии происходит полное отсутствие проходимости ствола легочной артерии и обеих ее ветвей, что приводит к серьезным нарушениям кровообращения и требует хирургического вмешательства для восстановления нормального кровотока[4].

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/zabolevaniya-serdtsa-i-arteriy/zabolevaniya-serdtsa/aortalnyy-stenoz/
[4] https://helix.ru/kb/item/13-033",-1
69,"БОЛЬШИНСТВО БОЛЬНЫХ С КЛАПАННЫМ АОРТАЛЬНЫМ СТЕНОЗОМ УМИРАЕТ
А	в течение 4-5 лет от момента возникновения порока
Б	в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности
В	от инфаркта миокарда
Г	от инфекционного эндокардита","Б	в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности","Большинство больных с клапанным аортальным стенозом умирает в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности (Б). 

Это обосновано следующими фактами:

1. При аортальном стенозе, по мере уменьшения площади открытия аортального клапана, возникают симптомы сердечной недостаточности, такие как одышка, боли в области сердца и синкопы[3]. 

2. Без хирургического лечения, большинство пациентов с тяжелым аортальным стенозом умирают в течение 4-5 лет после появления этих симптомов[3].

3. Инфаркт миокарда (В) и инфекционный эндокардит (Г) являются осложнениями аортального стеноза, но не основной причиной смерти большинства пациентов.

Таким образом, правильный ответ - Б, так как большинство больных с клапанным аортальным стенозом умирает в течение 4-5 лет с момента возникновения характерных симптомов.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/zabolevaniya-serdtsa-i-arteriy/zabolevaniya-serdtsa/aortalnyy-stenoz/
[4] https://cyberleninka.ru/article/n/kaltsinirovannyy-aortalnyy-stenoz-printsipy-diagnostiki-i-lecheniya-1",1
70,"НАИБОЛЕЕ ДОСТОВЕРНЫМ ПРИЗНАКОМ ЭФФЕКТИВНОСТИ НАРУЖНОГО МАССАЖА СЕРДЦА ЯВЛЯЕТСЯ
А	появление пульса на сонной артерии
Б	сужение зрачков
В	наличие трупных пятен
Г	уменьшение цианоза кожи",А	появление пульса на сонной артерии,"Наиболее достоверным признаком эффективности наружного массажа сердца является появление пульса на сонной артерии (А).

Это обосновано следующими фактами:

1. Наружный массаж сердца направлен на восстановление кровообращения и перфузии органов, в том числе головного мозга[3][4]. 

2. Появление пульса на сонной артерии свидетельствует о восстановлении кровотока и эффективности проводимых реанимационных мероприятий[3][4].

3. Другие признаки, такие как сужение зрачков (Б), наличие трупных пятен (В) или уменьшение цианоза кожи (Г), хотя и могут указывать на улучшение состояния, не являются столь же достоверными, как появление пульса на сонной артерии.

Таким образом, появление пульса на сонной артерии является наиболее надежным и достоверным признаком эффективности наружного массажа сердца.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://medlineservice.ru/articles/tsianoz/
[4] https://www.inva.news/articles/bolezni/tsianoz_gub_litsa_kozhi_prichiny_chto_delat/",1
71,"НАИБОЛЕЕ СПЕЦИФИЧЕСКИМ КЛИНИЧЕСКИМ ПРИЗНАКОМ ОСТРОЙ ЛЕВОЖЕЛУДОЧКОВОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А	отёки на нижних конечностях
Б	тахикардия
В	ортопноэ
Г	кровохарканье",В	ортопноэ,"Наиболее специфическим клиническим признаком острой левожелудочковой недостаточности является ортопноэ (В). 

Это обосновано тем, что ортопноэ - это состояние, при котором пациент испытывает затруднения с дыханием в горизонтальном положении и испытывает облегчение при сидячем или стоячем положении. Ортопноэ является характерным признаком сердечной недостаточности, особенно левожелудочковой, и связано с ухудшением функции сердца, что приводит к застою крови в легких и ухудшению дыхательной функции[4]. Отёки на нижних конечностях (А), тахикардия (Б) и кровохарканье (Г) могут быть связаны с другими состояниями, но не являются столь специфичными для острой левожелудочковой недостаточности, как ортопноэ.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://rsmu.ru/fileadmin/templates/DOC/Faculties/LF/anestez_reanimatol_i_intens_terapii/Testy_itogovogo_kontrolja_Anest_reanim_IT_osen_2022.pdf
[4] https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/zabolevaniya-serdtsa-i-arteriy/zabolevaniya-serdtsa/aortalnyy-stenoz/",1
72,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А        инфузия ингибиторов АПФ
Б        параллельная инфузия допамина и нитроглицерина
В        инфузия добутамина
Г        инфузия нитратов и внутривенное введение фуросемида",Г	инфузия нитратов и внутривенное введение фуросемида,"При развитии отека легких у больного с острым инфарктом миокарда на фоне нормального или повышенного АД показана инфузия нитратов и внутривенное введение фуросемида (Г).

Это обосновано следующими фактами:

1. При остром инфаркте миокарда с развитием отека легких на фоне нормального или повышенного АД, основной целью лечения является быстрое снижение преднагрузки и постнагрузки на левый желудочек[3][4].

2. Инфузия нитратов (например, нитроглицерина) вызывает венодилатацию, снижая преднагрузку, а внутривенное введение петлевых диуретиков (фуросемид) способствует выведению избыточной жидкости из легких[3][4].

3. Ингибиторы АПФ (А) и допамин/добутамин (Б,В) не являются препаратами первой линии при лечении отека легких на фоне острого инфаркта миокарда с нормальным или повышенным АД.

Таким образом, правильным ответом является Г - инфузия нитратов и внутривенное введение фуросемида.

Citations:
[1] https://gkb57.ru/info/445/
[2] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[3] https://www.akrikhin.ru/upload/iblock/a5e/a5e233115db89a553f74d3e1052e8d38.pdf
[4] https://cyberleninka.ru/article/n/ingibitory-angiotenzinprevraschayuschego-fermenta-v-praktike-vracha-shodstva-i-razlichiya",1
73,"ЕСЛИ ПАЦИЕНТ В ВОЗРАСТЕ 25 ЛЕТ ЗАКОНЧИЛ ПРОБУ С ФИЗИЧЕСКОЙ НАГРУЗКОЙ НА СТУПЕНИ 50 ВТ, ЧСС ПРИ ЭТОМ БЫЛА 190 УДАРОВ/МИНУТУ, НА ЭКГ ИЗМЕНЕНИЙ НЕ ОТМЕЧАЛОСЬ, ЖАЛОБ НЕ БЫЛО, СЛЕДОВАТЕЛЬНО
А        проба не доведена до диагностических критериев, толерантность к нагрузке низкая
Б        проба не доведена до диагностических критериев, толерантность к нагрузке средняя
В        проба положительная, толерантность к нагрузке средняя
Г        проба отрицательная, толерантность к нагрузке низкая","Г        проба отрицательная, толерантность к нагрузке низкая","Исходя из предоставленной информации, правильный ответ на вопрос будет:

Б        проба не доведена до диагностических критериев, толерантность к нагрузке средняя

Обоснование:
При выполнении пробы с физической нагрузкой, если пациент в возрасте 25 лет закончил пробу на ступени 50 Вт, при этом ЧСС была 190 ударов в минуту, изменений на ЭКГ не отмечалось, и жалоб не было, это указывает на то, что проба не достигла диагностических критериев для положительного результата. Таким образом, толерантность к нагрузке оценивается как средняя, и проба не считается положительной.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.mirbeer.ru/articles/samogonovarenie/medi-i-samogon/
[4] https://infelko.ru/tehnologicheskie-linii/oborudovanija-dlja-konditerskogo-ceha.html",-1
74,"ПРИ ПРОВЕДЕНИИ ВЕЛОЭРГОМЕТРИИ КРИТЕРИЕМ ПОЛОЖИТЕЛЬНОЙ ПРОБЫ В ДИАГНОСТИКЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА ЯВЛЯЕТСЯ
А	появление признаков АВ блокады
Б	горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g
В	горизонтальная элевация сегмента ST менее 1,0 мм
Г	при появлении частых (1:10) экстрасистол и другие нарушения возбудимости миокарда","Б        горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g","При проведении велоэргометрии критерием положительной пробы в диагностике ишемической болезни сердца является горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки J (Б). 

Это обосновано тем, что изменения в сегменте ST во время велоэргометрии являются важным критерием для диагностики ишемической болезни сердца. Горизонтальное или косонисходящее смещение сегмента ST на указанные значения или его подъем свидетельствуют о ишемии миокарда, что является положительным признаком пробы и указывает на наличие ишемической болезни сердца.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://istra-paracels.ru/vzroslym/kardiologiya/proba-s-fizicheskoy-nagruzkoy-20-prisedaniy
[4] https://rg.ru/2022/02/23/kardiolog-rasskazal-o-luchshej-fizicheskoj-nagruzke-protiv-trombov.html",1
75,"В ВЕРИФИКАЦИИ ИШЕМИЧЕСКОГО ГЕНЕЗА БОЛЕЙ В ОБЛАСТИ СЕРДЦА НАИБОЛЬШЕЙ ЧУВСТВИТЕЛЬНОСТЬЮ И СПЕЦИФИЧНОСТЬЮ ОБЛАДАЕТ
А	12-канальное суточное мониторирование ЭКГ
Б	холодовая проба
В	одновременное суточное мониторирование ЭКГ и АД
Г	нагрузочный тест",Г	нагрузочный тест,"В верификации ишемического генеза болей в области сердца наибольшей чувствительностью и специфичностью обладает нагрузочный тест (Г).

Это обосновано следующими фактами:

1. Нагрузочные тесты, такие как велоэргометрия или тредмил-тест, являются наиболее эффективными методами для диагностики ишемической болезни сердца и выявления ишемии миокарда[3][4]. 

2. Во время нагрузочного теста происходит моделирование физической активности, что позволяет оценить реакцию сердечно-сосудистой системы на повышенную потребность миокарда в кислороде. Это дает возможность выявить ишемические изменения на ЭКГ, которые не проявляются в покое[3][4].

3. Другие методы, такие как суточное мониторирование ЭКГ (А), холодовая проба (Б) и одновременное суточное мониторирование ЭКГ и АД (В), хотя и могут быть полезны, но уступают нагрузочным тестам в чувствительности и специфичности для диагностики ишемической болезни сердца[3][4].

Таким образом, нагрузочный тест является наиболее информативным методом для верификации ишемического генеза болей в области сердца.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.smclinic.ru/press-centr/articles/veloergometriya-v-diagnostike-bolezney-serdtsa/
[4] http://policlfns.ru/veloergometriya",1
76,"ОДНИМ ИЗ ВОЗМОЖНЫХ ОСЛОЖНЕНИЙ ПЕРВИЧНОГО ГИПЕРАЛЬДОСТЕРОНИЗМА ЯВЛЯЕТСЯ
А	дискинезия ЖКТ
Б	суставной синдром
В	поражение почек
Г	поражение печени",В	поражение почек,"Одним из возможных осложнений первичного гиперальдостеронизма является поражение почек (В).

Это обосновано следующими фактами:

1. Первичный гиперальдостеронизм, или синдром Конна, характеризуется избыточной продукцией альдостерона надпочечниками, что приводит к нарушению водно-электролитного баланса[3].

2. Избыток альдостерона вызывает задержку натрия и воды в организме, что может привести к повышению артериального давления и поражению органов-мишеней, в том числе почек[3].

3. Поражение почек при первичном гиперальдостеронизме может проявляться развитием гипертонической нефропатии, нарушением функции почек и электролитного баланса[3].

4. Дискинезия ЖКТ (А), суставной синдром (Б) и поражение печени (Г) не являются типичными осложнениями первичного гиперальдостеронизма.

Таким образом, правильным ответом является В - поражение почек.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.labstori.ru/book/ishemicheskaya-bolezn-serdca/
[4] https://cardio-center.ru/ibs-ishemicheskaya-bolezn-serdtsa-metody-diagnostiki.html",1
77,"ОСОБЕННОСТЬЮ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ПРИ САХАРНОМ ДИАБЕТЕ ЯВЛЯЕТСЯ
А	высокая активность тканевой РААС
Б	низкая симпатическая активность
В	высокая парасимпатическая активность
Г	низкая солечувствительность",А	высокая активность тканевой РААС,"Особенностью артериальной гипертонии при сахарном диабете является высокая активность тканевого РААС (ренин-ангиотензин-альдостероновой системы) (А).

Это обосновано следующими фактами:

1. У пациентов с сахарным диабетом часто наблюдается активация РААС, что приводит к увеличению сосудистого сопротивления и повышению артериального давления[4].

2. Высокая активность тканевого РААС способствует сосудистым изменениям, артериальной гипертензии и развитию сердечно-сосудистых осложнений у пациентов с сахарным диабетом[4].

3. Низкая симпатическая активность (Б), высокая парасимпатическая активность (В) и низкая солечувствительность (Г) не являются характеристиками артериальной гипертонии при сахарном диабете.

Таким образом, правильным ответом является А - высокая активность тканевого РААС.

Citations:
[1] https://gkb57.ru/info/445/
[2] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[3] https://www.invitro.ru/library/bolezni/36500/
[4] https://www.medcentrservis.ru/disease/giperaldosteronizm/",1
78,"ЗЛОКАЧЕСТВЕННОЕ ТЕЧЕНИЕ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ЧАЩЕ ВСТРЕЧАЕТСЯ ПРИ
А	нарушениях ритма сердца
Б	нарушениях внутрижелудочковой проводимости
В	гипертонической болезни
Г	симптоматических гипертензиях",Г	симптоматических гипертензиях,"Злокачественное течение артериальной гипертонии чаще встречается при симптоматических гипертензиях (Г).

Это обосновано следующими фактами:

1. Злокачественное течение артериальной гипертонии характеризуется быстрым прогрессированием, резистентностью к лечению и высоким риском развития осложнений[3][4].

2. Симптоматические гипертензии, вызванные вторичными причинами, такими как заболевания почек, эндокринные нарушения или сосудистые патологии, чаще имеют злокачественное течение по сравнению с первичной гипертонической болезнью (В)[3][4].

3. Нарушения ритма сердца (А) и нарушения внутрижелудочковой проводимости (Б) могут быть осложнениями артериальной гипертонии, но не являются основными факторами, определяющими злокачественное течение.

Таким образом, правильным ответом является Г - симптоматические гипертензии, так как они чаще характеризуются злокачественным течением артериальной гипертонии.

Citations:
[1] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[2] https://gkb57.ru/info/445/
[3] https://www.microlife.ru/magazine/arterialnaya-gipertenziya-i-saharnyi-diabet
[4] https://www.rmj.ru/articles/kardiologiya/Arterialynaya_gipertenziya_pri_saharnom_diabete/",1
79,"ПОВЫШЕНИЕ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ ПРИ ФЕОХРОМОЦИТОМЕ И ПАРАГАНГЛИОМАХ ЧАЩЕ НОСИТ ХАРАКТЕР
А	кризового
Б	изолированного диастолического
В	с асимметрией на верхних и нижних конечностях
Г	изолированного систолического",А	кризового,"Повышение артериального давления при феохромоцитоме и параганглиомах чаще носит характер кризового (А).

Это обосновано следующими фактами:

1. Феохромоцитома и параганглиома - это опухоли, которые продуцируют избыточное количество катехоламинов (адреналин, норадреналин), что приводит к резким подъемам артериального давления[3].

2. Для этих опухолей характерны гипертонические кризы - внезапные, значительные повышения артериального давления, сопровождающиеся выраженной симптоматикой (головная боль, тахикардия, потливость, бледность кожных покровов)[3].

3. В отличие от этого, изолированное повышение диастолического (Б) или систолического (Г) давления, а также асимметрия давления на верхних и нижних конечностях (В) не являются типичными проявлениями гипертензии при феохромоцитоме и параганглиоме.

Таким образом, правильным ответом является А - кризовый характер повышения артериального давления при феохромоцитоме и параганглиомах.

Citations:
[1] https://gkb57.ru/info/445/
[2] https://presidentclinic.ru/spravochnik-zabolevanij/multidetektornaya-spiralnaya-kompyuternaya-tomografiya/
[3] https://sosncrb.ru/arterialnaya-gipertenziya-opredelenie-i-osnovnye-vidy
[4] https://gemotest.ru/info/spravochnik/zabolevaniya/arterialnaya-gipertenziya-gipertoniya/",1
