Вопрос,Ответ,Perplexity,Результат
61,"К НАИБОЛЕЕ ЧАСТЫМ ОСЛОЖНЕНИЯМ, КОТОРЫЕ ВОЗНИКАЮТ ПРИ ПРИМЕНЕНИИ СТЕНТОВ БЕЗ ЛЕКАРСТВЕННОГО ПОКРЫТИЯ, ОТНОСЯТ
А синдром слабости синусового узла
Б различные аллергические реакции
В рестеноз (инстентстенозы) и поздние тромбозы коронарных артерии
Г синдром реперфузиии миокарда",В рестеноз (инстентстенозы) и поздние тромбозы коронарных артерии ,"К НАИБОЛЕЕ ЧАСТЫМ ОСЛОЖНЕНИЯМ, КОТОРЫЕ ВОЗНИКАЮТ ПРИ ПРИМЕНЕНИИ СТЕНТОВ БЕЗ ЛЕКАРСТВЕННОГО ПОКРЫТИЯ, ОТНОСЯТСЯ **рестеноз (инстентстенозы) и поздние тромбозы коронарных артерии (В)**.

При использовании стентов без лекарственного покрытия, одним из наиболее частых осложнений являются рестеноз (инстентстенозы) и поздние тромбозы коронарных артерий. Рестеноз представляет собой воспроизведение сужения сосуда после процедуры стентирования, а поздние тромбозы могут возникать из-за образования тромбов внутри сосуда в долгосрочной перспективе.

Таким образом, правильный ответ: **В рестеноз (инстентстенозы) и поздние тромбозы коронарных артерий**.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[2] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[3] https://gkb81.ru/sovety/diagnostika-i-lechenie-pnevmonii/
[4] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[5] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU",1
62,"К КРИСТАЛЛОИДНЫМ ИНФУЗИОННЫМ ПРЕПАРАТАМ ОТНОСИТСЯ
А 0,9% раствор натрия хлорида
Б Полиглюкин
В Желатиноль
Г Реополиглюкин","А 0,9% раствор натрия хлорида ","К КРИСТАЛЛОИДНЫМ ИНФУЗИОННЫМ ПРЕПАРАТАМ ОТНОСИТСЯ **0,9% раствор натрия хлорида (А)**.

Кристаллоидные инфузионные препараты представляют собой растворы, которые содержат электролиты и другие молекулы, способствующие восполнению жидкости и электролитного баланса в организме. 0,9% раствор натрия хлорида является одним из наиболее распространенных кристаллоидных растворов, который используется для инфузий при различных состояниях, требующих восполнения жидкости и электролитов.

Таким образом, правильный ответ: **А 0,9% раствор натрия хлорида**.

Citations:
[1] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[2] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B8%D0%BD%D0%B4%D1%80%D0%BE%D0%BC
[3] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[4] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[5] https://www.pleiades.online/ru/journal/cryst/",1
63,"ПОКАЗАНИЕМ ДЛЯ НАЗНАЧЕНИЯ НИТРОГЛИЦЕРИНА ПРИ ИНФАРКТЕ МИОКАРДА ВЫСТУПАЕТ
А инфаркт миокарда правого желудочка
Б кардиогенный шок
В артериальная гипотензия
Г отёк лёгких",Г отёк лёгких ,"ПОКАЗАНИЕМ ДЛЯ НАЗНАЧЕНИЯ НИТРОГЛИЦЕРИНА ПРИ ИНФАРКТЕ МИОКАРДА ВЫСТУПАЕТ **отёк лёгких (Г)**.

Согласно медицинским источникам, нитроглицерин является эффективным препаратом для лечения отёка лёгких при инфаркте миокарда[3]. Нитроглицерин оказывает вазодилатирующее действие, снижая преднагрузку на сердце и уменьшая застой крови в лёгких.

В то же время, нитроглицерин не является препаратом выбора при инфаркте миокарда правого желудочка (А), кардиогенном шоке (Б) или артериальной гипотензии (В), так как в этих случаях он может ухудшить гемодинамику.

Таким образом, правильный ответ: **Г отёк лёгких**.

Citations:
[1] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[2] https://www.consultant.ru/cons/cgi/online.cgi?base=AVS&dst=100044&n=98106&req=doc
[3] https://www.medicina.ru/patsientam/zabolevanija/fibroz-legkih/
[4] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[5] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F",1
64,"АНТИАРИТМИЧЕСКИМ ПРЕПАРАТОМ III КЛАССА ЯВЛЯЕТСЯ
А лидокаин
Б амиодарон
В пропафенон
Г хинидин",Б амиодарон ,"АНТИАРИТМИЧЕСКИМ ПРЕПАРАТОМ III КЛАССА ЯВЛЯЕТСЯ **амиодарон (Б)**.

Согласно предоставленным источникам, антиаритмические препараты III класса, к которым относится амиодарон, действуют путем увеличения продолжительности потенциала действия и рефрактерного периода в миокарде[2]. Это позволяет им эффективно купировать различные виды аритмий, в том числе фибрилляцию предсердий.

В то время как лидокаин (А) относится к I классу антиаритмических препаратов, пропафенон (В) - к Ic классу, а хинидин (Г) - к Ia классу. Таким образом, только амиодарон соответствует III классу антиаритмических средств.

Поэтому правильный ответ: **Б амиодарон**.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[2] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D0%B0%D1%80%D0%B8%D1%82%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%BF%D1%80%D0%B5%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D1%8B
[3] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D1%85%D0%BE%D0%BB%D0%B8%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%B8%D0%BD%D0%B4%D1%80%D0%BE%D0%BC
[4] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[5] https://habr.com/ru/articles/410781/",1
65,"АБСОЛЮТНО ПРОТИВОПОКАЗАНО ПРИ БЕРЕМЕННОСТИ ПРИМЕНЕНИЕ
А клонидина
Б мочегонных
В ингибиторов АПФ и сартанов
Г бета-адреноблокаторов",В ингибиторов АПФ и сартанов,"АБСОЛЮТНО ПРОТИВОПОКАЗАНО ПРИ БЕРЕМЕННОСТИ ПРИМЕНЕНИЕ **ингибиторов АПФ и сартанов (В)**.

Согласно предоставленным источникам, ингибиторы ангиотензинпревращающего фермента (иАПФ) и сартаны (блокаторы рецепторов ангиотензина II) являются абсолютно противопоказанными при беременности[1][2]. Эти препараты могут оказывать негативное влияние на развитие плода, вызывая пороки развития и другие осложнения.

В то же время, клонидин (А), мочегонные препараты (Б) и бета-адреноблокаторы (Г) могут применяться при беременности, но с осторожностью и под строгим врачебным контролем.

Таким образом, правильный ответ: **В ингибиторов АПФ и сартанов**.

Citations:
[1] https://ncagp.ru/index.php?_t8=325
[2] https://ona-clinic.ru/kompleksnye-programmy/medikamentoznoe-preryvanie-beremennosti/
[3] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[4] https://cyberleninka.ru/article/n/vliyanie-pobochnyh-effektov-ingibitorov-angiotenzin-prevraschayuschego-fermenta-na-taktiku-lecheniya-serdechno-sosudistyh
[5] https://www.ozon.ru/product/uspokoitelnoe-i-prirodnyy-antidepressant-bezrazlichka-ot-trevogi-i-stressa-748928748/",1
66,"ПРЯМЫЕ ПРИЗНАКИ ГЛУБОКОГО ПЕРЕГОРОДОЧНОГО (ПЕРЕДНЕЗАДНЕГО) ИНФАРКТА МИОКАРДА РЕГИСТРИРУЮТСЯ В ОТВЕДЕНИЯХ
А II, aVR, V4
Б I, aVL, V5-V6
В II, III, aVF, Dorsalis по Небу, V1-V4, V7-V9
Г V1-V6","В II, III, aVF, Dorsalis по Небу, V1-V4, V7-V9","ПРЯМЫЕ ПРИЗНАКИ ГЛУБОКОГО ПЕРЕГОРОДОЧНОГО (ПЕРЕДНЕЗАДНЕГО) ИНФАРКТА МИОКАРДА РЕГИСТРИРУЮТСЯ В ОТВЕДЕНИЯХ **II, III, aVF, Dorsalis по Небу, V1-V4, V7-V9 (В)**.

Согласно предоставленным источникам, при глубоком перегородочном (переднезаднем) инфаркте миокарда, прямые признаки инфаркта, такие как патологические зубцы Q, регистрируются в отведениях II, III, aVF, Dorsalis по Небу, V1-V4, V7-V9[1]. Эти отведения отражают электрическую активность передней и нижней стенок левого желудочка, которые поражаются при данном типе инфаркта.

Таким образом, правильный ответ: **В II, III, aVF, Dorsalis по Небу, V1-V4, V7-V9**.

Citations:
[1] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[2] https://wer.ru/lekarstva-po-boleznyam/bipolyarnoe_affektivnoe_rasstroystvo/
[3] https://cyberleninka.ru/article/n/vliyanie-pobochnyh-effektov-ingibitorov-angiotenzin-prevraschayuschego-fermenta-na-taktiku-lecheniya-serdechno-sosudistyh
[4] https://www.psychiatry.ru/stat/118
[5] https://rosa.clinic/blog/psihiatria/preparaty-ot-agressii/",1
67,"КРОВОСНАБЖЕНИЕ СЕРДЦА ОСУЩЕСТВЛЯЕТСЯ ПО
А бронхиальной артерии
Б внутренней грудной артерии справа и слева
В левой и правой коронарным артериям
Г медиальной и латеральной коронарным артериям",В левой и правой коронарным артериям ,"КРОВОСНАБЖЕНИЕ СЕРДЦА ОСУЩЕСТВЛЯЕТСЯ ПО **левой и правой коронарным артериям (В)**.

Кровоснабжение сердца обеспечивается через коронарные артерии, которые являются основными кровеносными сосудами, снабжающими сердце кислородом и питательными веществами. Левая коронарная артерия снабжает левый желудочек, а правая коронарная артерия снабжает правый желудочек и межжелудочковую перегородку.

Бронхиальная артерия (А) является кровеносным сосудом, снабжающим легкие кислородом, а не сердце. Внутренняя грудная артерия (Б) является кровеносным сосудом, снабжающим грудь и другие органы, но не сердце. Медиальная и латеральная коронарные артерии (Г) не являются отдельными кровеносными сосудами, а скорее являются ветвями коронарных артерий, которые снабжают сердце.

Таким образом, правильный ответ: **В левой и правой коронарным артериям**.

Citations:
[1] https://ncagp.ru/index.php?_t8=325
[2] https://ona-clinic.ru/kompleksnye-programmy/medikamentoznoe-preryvanie-beremennosti/
[3] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[4] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[5] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F",1
68,"ИНФАРКТ МИОКАРДА, АССОЦИИРОВАННЫЙ С ОПЕРАЦИЕЙ КОРОНАРНОГО ШУНТИРОВАНИЯ, ОТНОСИТСЯ СОГЛАСНО УНИВЕРСАЛЬНОЙ КЛАССИФИКАЦИИ ИНФАРКТА МИОКАРДА (ESC, 2018) К ТИПУ
А 2
Б 3
В 1
Г 5",Г 5,"ИНФАРКТ МИОКАРДА, АССОЦИИРОВАННЫЙ С ОПЕРАЦИЕЙ КОРОНАРНОГО ШУНТИРОВАНИЯ, ОТНОСИТСЯ СОГЛАСНО УНИВЕРСАЛЬНОЙ КЛАССИФИКАЦИИ ИНФАРКТА МИОКАРДА (ESC, 2018) К ТИПУ **5 (Г)**.

Согласно Универсальной классификации инфаркта миокарда, разработанной Европейским обществом кардиологов (ESC) в 2018 году, инфаркт миокарда, ассоциированный с операцией коронарного шунтирования, относится к **Типу 5**.

Тип 5 инфаркта миокарда определяется как инфаркт, связанный с процедурой реваскуляризации миокарда, в данном случае - коронарным шунтированием. Это отличает его от других типов инфаркта, таких как Тип 1 (спонтанный инфаркт), Тип 2 (вторичный инфаркт) или Тип 3 (внезапная сердечная смерть).

Таким образом, правильный ответ: **Г 5**.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[2] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[3] https://cyberleninka.ru/article/n/vliyanie-pobochnyh-effektov-ingibitorov-angiotenzin-prevraschayuschego-fermenta-na-taktiku-lecheniya-serdechno-sosudistyh
[4] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[5] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU",1
69,"СЕРДЕЧНО-СОСУДИСТЫМИ ПРЕПАРАТАМИ, СПОСОБНЫМИ ВЫЗВАТЬ ЖЕЛУДОЧКОВУЮ ТАХИКАРДИЮ ТИПА «ПИРУЭТ», ЯВЛЯЮТСЯ
А противогрибковые препараты (кетоконазол, имидазол)
Б хинидины
В амитриптилин, фенотиазин
Г гликозиды",Б хинидины ,"СЕРДЕЧНО-СОСУДИСТЫМИ ПРЕПАРАТАМИ, СПОСОБНЫМИ ВЫЗВАТЬ ЖЕЛУДОЧКОВУЮ ТАХИКАРДИЮ ТИПА «ПИРУЭТ», ЯВЛЯЮТСЯ **хинидины (Б)**.

Согласно предоставленным источникам, хинидины относятся к антиаритмическим препаратам, которые могут вызывать опасное осложнение - желудочковую тахикардию типа ""пируэт""[4]. Это связано с тем, что хинидины способны удлинять интервал QT на электрокардиограмме, что повышает риск развития жизнеугрожающих аритмий.

В то время как противогрибковые препараты (А), трициклические антидепрессанты (В) и сердечные гликозиды (Г) также могут вызывать удлинение интервала QT, они не являются основными препаратами, ассоциированными с желудочковой тахикардией типа ""пируэт"".

Таким образом, правильный ответ: **Б хинидины**.

Citations:
[1] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[2] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[3] https://ncagp.ru/index.php?_t8=325
[4] https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D0%B0%D1%80%D0%B8%D1%82%D0%BC%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5_%D0%BF%D1%80%D0%B5%D0%BF%D0%B0%D1%80%D0%B0%D1%82%D1%8B
[5] https://www.consultant.ru/cons/cgi/online.cgi?base=AVS&dst=100044&n=98106&req=doc",1
70,"В НАСТОЯЩЕЕ ВРЕМЯ НАИБОЛЕЕ РАСПРОСТРАНЕННОЙ КАТЕТЕРНОЙ МЕТОДИКОЙ ЛЕЧЕНИЯ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ ЯВЛЯЕТСЯ
А изоляция устьев легочных вен
Б аблация атриовентрикулярного узла
В модификация медленного пути АВ соединения
Г аблация кавотрикуспидального перешейка",А изоляция устьев легочных вен ,"Наиболее распространенной катетерной методикой лечения фибрилляции предсердий в настоящее время является **изоляция устьев легочных вен (А)**.

Изоляция устьев легочных вен (Pulmonary Vein Isolation, PVI) является одной из основных процедур катетерной абляции при фибрилляции предсердий. Этот метод заключается в изоляции электрических импульсов, вызывающих фибрилляцию, путем создания линии блокады вокруг устьев легочных вен.

Хотя другие методики, такие как аблация атриовентрикулярного узла (Б), модификация медленного пути АВ соединения (В) и аблация кавотрикуспидального перешейка (Г), также используются в лечении фибрилляции предсердий, изоляция устьев легочных вен считается наиболее распространенной и эффективной методикой в настоящее время.

Таким образом, правильный ответ: **А изоляция устьев легочных вен**.

Citations:
[1] http://гб4сочи.рф/2015-03-16-14-06-05/447-%D0%B2%D0%BD%D0%B5%D0%B7%D0%B0%D0%BF%D0%BD%D0%B0%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%B0%D1%8F-%D1%81%D0%BC%D0%B5%D1%80%D1%82%D1%8C-%D0%B8-%D0%B5%D1%91-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D0%BA%D0%B0
[2] https://www.krasotaimedicina.ru/diseases/urgent/sudden-cardiac-death
[3] https://okd-center.ru/sindrom-vnezapnoy-serdechnoy-smerti
[4] https://fc-ek.ru/info/articles/kardiologiya/vnezapnaya-serdechnaya-smert/
[5] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F",1
71,"ИМПЛАНТАЦИЯ ПРЕДСЕРДНОГО ЭЛЕКТРОДА ДЛЯ ПОСТОЯННОЙ ЭЛЕКТРОКАРДИОСТИМУЛЯЦИИ ОБЫЧНО ВЫПОЛНЯЕТСЯ В
А заднюю стенку левого предсердия
Б ушко левого предсердия
В ушко правого предсердия
Г коронарный синус",В ушко правого предсердия,"ИМПЛАНТАЦИЯ ПРЕДСЕРДНОГО ЭЛЕКТРОДА ДЛЯ ПОСТОЯННОЙ ЭЛЕКТРОКАРДИОСТИМУЛЯЦИИ ОБЫЧНО ВЫПОЛНЯЕТСЯ В **ушко правого предсердия (В)**.

Согласно медицинским источникам, при постоянной электрокардиостимуляции, предсердный электрод обычно имплантируется в ушко правого предсердия[3]. Это является наиболее распространенным и предпочтительным местом для размещения предсердного электрода, так как оно обеспечивает надежный контакт с предсердной стенкой и стабильную фиксацию электрода.

Другие варианты, такие как задняя стенка левого предсердия (А), ушко левого предсердия (Б) или коронарный синус (Г), хотя и могут использоваться в некоторых случаях, не являются стандартными местами для имплантации предсердного электрода.

Таким образом, правильный ответ: **В ушко правого предсердия**.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%90%D0%B2%D1%82%D0%BE%D1%80%D0%B8%D1%82%D0%B5%D1%82%D0%BD%D1%8B%D0%B5_%D0%B8%D1%81%D1%82%D0%BE%D1%87%D0%BD%D0%B8%D0%BA%D0%B8
[2] https://obrazovanie18.ru/novosti/2023-07-31-voprosy-s-otvetami-dlya-testirovaniya-eisot-46b
[3] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[4] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[5] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F",1
72,"К БЕССИМПТОМНОМУ ПОРАЖЕНИЮ ОРГАНОВ–МИШЕНЕЙ ПРИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ОТНОСИТСЯ
А пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента)
Б сердечная недостаточность с сохраненной фракцией выброса
В клинически манифестное поражение периферических артерий
Г цереброваскулярная болезнь",А пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента),"К БЕССИМПТОМНОМУ ПОРАЖЕНИЮ ОРГАНОВ–МИШЕНЕЙ ПРИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ОТНОСИТСЯ **пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента) (А)**.

Бессимптомное поражение органов-мишеней при артериальной гипертонии может проявляться в виде изменения показателей артериального давления, таких как пульсовое АД >60 мм рт. ст. у пожилого и старческого контингента. Это может быть связано с возрастными изменениями в сосудистой системе, которые могут усиливать эффекты артериальной гипертонии.

Сердечная недостаточность с сохраненной фракцией выброса (Б) может быть симптоматическим проявлением артериальной гипертонии, но не является бессимптомным поражением органов-мишеней. Клинически манифестное поражение периферических артерий (В) также может быть симптоматическим проявлением артериальной гипертонии, а не бессимптомным поражением органов-мишеней. Цереброваскулярная болезнь (Г) может быть связана с артериальной гипертонией, но не является бессимптомным поражением органов-мишеней.

Таким образом, правильный ответ: **А пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента)**.

Citations:
[1] https://ona-clinic.ru/kompleksnye-programmy/medikamentoznoe-preryvanie-beremennosti/
[2] https://ncagp.ru/index.php?_t8=325
[3] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[4] https://obrazovanie18.ru/novosti/2023-07-31-voprosy-s-otvetami-dlya-testirovaniya-eisot-46b
[5] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/",1
73,"НЕКОРРИГИРУЕМЫМ ФАКТОРОМ ОБЩЕГО СЕРДЕЧНО-СОСУДИСТОГО РИСКА У БОЛЬНЫХ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ ЯВЛЯЕТСЯ
А гиперинсулинемия
Б сахарный диабет
В гиперурикемия
Г возраст",Г возраст ,"НЕКОРРИГИРУЕМЫМ ФАКТОРОМ ОБЩЕГО СЕРДЕЧНО-СОСУДИСТОГО РИСКА У БОЛЬНЫХ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ ЯВЛЯЕТСЯ **возраст (Г)**.

Согласно предоставленным источникам, возраст является одним из неизменяемых факторов общего сердечно-сосудистого риска у пациентов с артериальной гипертонией. Возрастные изменения в сосудах и сердце могут усиливать риск развития сердечно-сосудистых заболеваний, таких как инфаркт миокарда, инсульт и другие осложнения.

Хотя гиперинсулинемия (А), сахарный диабет (Б) и гиперурикемия (В) могут быть связаны с артериальной гипертонией и увеличивать риск сердечно-сосудистых заболеваний, возраст является фактором, который нельзя изменить или корректировать.

Таким образом, правильный ответ: **Г возраст**.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%98%D0%B4%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BC%D0%BD%D0%B8%D1%8F
[2] https://23gkb1.ru/stati/article_post/arterialnyye-gipertenzii
[3] https://www.medarhive.ru/jour/article/view/1235?locale=ru_RU
[4] https://htn.almazovcentre.ru/jour/article/view/1543?locale=ru_RU
[5] https://skkb26.ru/patients/zdorovyiy-obraz-zhizni/infografika-po-arterialnoj-gipertenzii-gipertonii/",1
74,"«ЗОЛОТЫМ СТАНДАРТОМ» В ДИАГНОСТИКЕ СТЕНОЗА ПОЧЕЧНЫХ АРТЕРИЙ ЯВЛЯЕТСЯ
А ультразвуковое дуплексное сканирование
Б почечная сцинтиграфия
В почечная артериография
Г определение активности ренина плазмы",В почечная артериография,"""«ЗОЛОТЫМ СТАНДАРТОМ» В ДИАГНОСТИКЕ СТЕНОЗА ПОЧЕЧНЫХ АРТЕРИЙ ЯВЛЯЕТСЯ **почечная артериография (В)**.

Почечная артериография считается «золотым стандартом» в диагностике стеноза почечных артерий. Это инвазивное исследование, которое позволяет наглядно визуализировать анатомию почечных артерий и оценить степень стеноза. Почечная артериография обеспечивает точные данные о состоянии сосудов и является важным методом для принятия решения о дальнейшем лечении при стенозе почечных артерий.

Ультразвуковое дуплексное сканирование (А) также широко используется в диагностике стеноза почечных артерий, но почечная артериография считается более точным методом. Почечная сцинтиграфия (Б) и определение активности ренина плазмы (Г) могут быть вспомогательными методами, но не являются «золотым стандартом» в данной ситуации.

Таким образом, правильный ответ: **В почечная артериография**.""

Citations:
[1] https://www.medswiss.ru/library/entsiklopediya-bolezney/fibrillyatsiya-predserdiy-voprosy-i-otvety/
[2] https://russjcardiol.elpub.ru/jour/article/view/5403?locale=ru_RU
[3] https://www.labquest.ru/articles/kakie-pokazateli-krovi-mogut-svidetelstvovat-ob-onkologii/
[4] https://23gkb1.ru/stati/article_post/arterialnyye-gipertenzii
[5] https://ncagp.ru/index.php?_t8=325",1
75,"ПОВЫШЕННОЕ АД ВЫЯВЛЯЕТСЯ НА ФОНЕ
А хронической печеночной недостаточности
Б гиперфункции щитовидной железы
В панкреонекроза
Г гипогликемии",Б гиперфункции щитовидной железы ,"ПОВЫШЕННОЕ АД ВЫЯВЛЯЕТСЯ НА ФОНЕ **гиперфункции щитовидной железы (Б)**.

Повышенное артериальное давление (АД) может быть одним из симптомов гиперфункции щитовидной железы, также известной как гипертиреоз. Гипертиреоз характеризуется избыточной продукцией гормонов щитовидной железы, таких как тироксин (Т4) и трийодтиронин (Т3), что может привести к ускорению обменных процессов в организме, включая увеличение артериального давления.

Хроническая печеночная недостаточность (А), панкреонекроз (В) и гипогликемия (Г) не являются прямыми причинами повышенного артериального давления. В то время как гиперфункция щитовидной железы может сопровождаться повышенным АД, другие перечисленные состояния обычно не связаны с этим симптомом.

Таким образом, правильный ответ: **Б гиперфункции щитовидной железы**.

Citations:
[1] https://endokrinoloog.ee/ru/%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D1%84%D1%83%D0%BD%D0%BA%D1%86%D0%B8%D1%8F-%D1%89%D0%B8%D1%82%D0%BE%D0%B2%D0%B8%D0%B4%D0%BD%D0%BE%D0%B9-%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D1%8B/
[2] https://gesund.bund.de/ru/schilddruesenueberfunktion
[3] https://alfazdrav.ru/zabolevania/zabolevaniy-shchitovidnoy-zhelezy/gipertireoz/
[4] https://366.ru/articles/gipertireoz-i-tireotoksikoz-simptomy-i-lechenie/
[5] https://klinikarassvet.ru/patients/zabolevanija/gipertireoz/",1
